artists,danceability,energy,valence,tempo,acousticness,speechiness,instrumentalness,liveness,is_explicit,mode,cluster,cluster_name,popularity
AYLIVA,0.744,0.585,0.386,107.682,0.197,0.077,0.0,0.135,0.348,0.308,2,Latin Groove,74.2
AYO SK3TCH,0.773,0.677,0.743,135.043,0.081,0.164,0.0,0.307,1.0,0.0,4,Brazilian Beat,
AZAD,0.696,0.859,0.605,137.212,0.082,0.386,0.0,0.228,1.0,0.5,4,Brazilian Beat,
AZWIN,0.709,0.56,0.281,160.396,0.14,0.213,0.0,0.32,0.0,1.0,4,Brazilian Beat,
Aan Story,0.643,0.509,0.401,115.997,0.83,0.033,0.0,0.081,0.0,1.0,3,Asian Acoustic,
Aarne,0.86,0.777,0.676,133.082,0.248,0.106,0.001,0.181,0.693,0.622,0,High Energy Pop,43.5
Aarne Tenkanen,0.65,0.856,0.895,129.988,0.08,0.028,0.0,0.112,0.0,0.0,0,High Energy Pop,
Aaro630,0.837,0.481,0.845,119.998,0.322,0.036,0.0,0.112,0.0,0.0,0,High Energy Pop,
Aarohi Raghav,0.795,0.838,0.806,106.033,0.046,0.034,0.0,0.384,0.0,0.0,4,Brazilian Beat,
Aaron Modesto,0.765,0.669,0.84,130.999,0.558,0.212,0.0,0.271,0.0,1.0,4,Brazilian Beat,
Aasa Singh,0.443,0.396,0.488,89.114,0.891,0.037,0.0,0.093,0.0,1.0,3,Asian Acoustic,
Aashir Wajahat,0.747,0.535,0.479,101.055,0.119,0.045,0.611,0.111,0.0,0.0,2,Latin Groove,
Aatulove,0.748,0.654,0.433,104.192,0.294,0.031,0.0,0.191,0.0,1.0,1,Pop Mainstream,53.2
Ab-Soul,0.512,0.808,0.627,153.845,0.394,0.355,0.0,0.109,1.0,1.0,0,High Energy Pop,
Abd El Aziz Mahmoud,0.401,0.757,0.345,91.577,0.636,0.308,0.022,0.164,0.0,1.0,3,Asian Acoustic,49.3
Abd El Basset Hamouda,0.935,0.89,0.866,125.998,0.037,0.073,0.0,0.108,0.0,1.0,0,High Energy Pop,
Abdou Gambetta,0.606,0.909,0.84,90.067,0.689,0.053,0.0,0.243,0.0,0.0,4,Brazilian Beat,
Abduh,0.666,0.665,0.523,139.856,0.047,0.22,0.0,0.165,0.738,0.484,2,Latin Groove,52.0
Abdul Hannan,0.521,0.368,0.263,94.179,0.747,0.075,0.075,0.118,0.0,0.367,3,Asian Acoustic,
Abdul Kadir,0.748,0.364,0.402,107.025,0.924,0.037,0.0,0.127,0.0,0.0,3,Asian Acoustic,
Abdul Majeed Abdullah,0.678,0.793,0.682,114.954,0.229,0.061,0.0,0.269,0.0,0.013,0,High Energy Pop,39.2
Abdullah Maharvi,0.761,0.581,0.256,111.989,0.508,0.268,0.0,0.085,0.0,0.0,2,Latin Groove,
Abdullah Siddiqui,0.48,0.256,0.521,112.605,0.856,0.051,0.0,0.076,0.0,0.0,3,Asian Acoustic,
Abeer Nehme,0.523,0.531,0.263,148.066,0.675,0.04,0.0,0.072,0.0,1.0,3,Asian Acoustic,53.1
Abel Pintos,0.731,0.855,0.966,148.048,0.094,0.052,0.0,0.688,0.0,0.0,4,Brazilian Beat,
Abel e Benício,0.59,0.892,0.748,88.757,0.453,0.167,0.0,0.618,0.0,1.0,4,Brazilian Beat,
Abhijay Sharma,0.798,0.74,0.851,134.932,0.616,0.086,0.0,0.084,0.0,0.0,0,High Energy Pop,
Abhijit Vaghani,0.435,0.658,0.524,77.17,0.699,0.037,0.0,0.125,0.0,0.0,3,Asian Acoustic,
Abhilipsa Panda,0.726,0.705,0.581,90.001,0.537,0.026,0.0,0.045,0.0,0.0,2,Latin Groove,
Abhir Hathi,0.466,0.567,0.549,155.934,0.373,0.26,0.0,0.081,0.0,0.0,3,Asian Acoustic,
Abi,0.872,0.574,0.551,119.975,0.295,0.039,0.0,0.096,0.0,0.0,2,Latin Groove,46.0
Abi wa Mampela,0.764,0.714,0.829,126.971,0.159,0.058,0.002,0.059,0.0,1.0,0,High Energy Pop,
Abor & Tynna,0.721,0.842,0.807,138.333,0.054,0.055,0.0,0.197,0.0,0.106,0,High Energy Pop,80.5
Abou Debeing,0.794,0.58,0.968,126.035,0.106,0.248,0.0,0.314,1.0,0.0,4,Brazilian Beat,
Abraham Mateo,0.721,0.716,0.625,134.71,0.662,0.041,0.0,0.118,0.0,0.0,0,High Energy Pop,
Abraham Wayne,0.787,0.602,0.293,97.997,0.049,0.048,0.0,0.104,1.0,0.0,2,Latin Groove,
Abrar Khan,0.753,0.882,0.817,120.996,0.006,0.066,0.867,0.096,0.0,1.0,2,Latin Groove,45.5
Abudu,0.254,0.194,0.145,124.073,0.855,0.035,0.0,0.178,0.0,1.0,3,Asian Acoustic,34.0
Abyusif,0.768,0.686,0.702,117.513,0.195,0.073,0.0,0.399,0.018,0.443,4,Brazilian Beat,58.0
Accaoui,0.745,0.829,0.813,122.768,0.063,0.188,0.0,0.391,0.0,0.462,4,Brazilian Beat,
Acda en de Munnik,0.547,0.777,0.7,97.001,0.05,0.061,0.0,0.174,0.0,1.0,1,Pop Mainstream,
Ace of Base,0.668,0.864,0.672,96.049,0.001,0.037,0.004,0.078,0.0,1.0,0,High Energy Pop,74.8
Acha Septriasa,0.29,0.133,0.164,175.663,0.893,0.033,0.0,0.112,0.0,1.0,3,Asian Acoustic,70.0
Acheh,0.763,0.574,0.247,98.161,0.273,0.18,0.0,0.328,1.0,1.0,2,Latin Groove,
Achille Lauro,0.473,0.566,0.347,106.278,0.305,0.039,0.0,0.227,0.0,0.33,3,Asian Acoustic,72.2
Achint,0.78,0.708,0.801,91.998,0.444,0.152,0.0,0.334,0.0,0.0,4,Brazilian Beat,
AchtVier,0.736,0.691,0.55,99.791,0.154,0.377,0.0,0.06,0.0,1.0,2,Latin Groove,
Acid Danee,0.922,0.731,0.835,105.087,0.018,0.217,0.0,0.626,1.0,1.0,4,Brazilian Beat,
Adam,0.63,0.627,0.7,115.156,0.412,0.093,0.0,0.175,0.0,0.28,0,High Energy Pop,54.7
Adam Mišík,0.674,0.685,0.269,125.233,0.371,0.053,0.0,0.105,0.018,0.018,3,Asian Acoustic,51.8
Adam Port,0.727,0.782,0.655,119.992,0.056,0.042,0.336,0.225,0.0,0.0,2,Latin Groove,
Adam Woods,0.347,0.817,0.466,132.023,0.216,0.094,0.0,0.108,0.0,0.0,1,Pop Mainstream,61.2
Adamlar,0.355,0.682,0.463,170.636,0.529,0.147,0.129,0.123,0.0,1.0,3,Asian Acoustic,74.0
Adamson,0.421,0.068,0.311,144.773,0.919,0.032,0.0,0.111,0.0,1.0,3,Asian Acoustic,
Adan La Amenaza,0.855,0.696,0.825,99.877,0.084,0.085,0.0,0.22,0.864,0.567,2,Latin Groove,
Adash,0.717,0.77,0.623,128.108,0.218,0.255,0.0,0.232,0.0,0.0,4,Brazilian Beat,
Addison Rae,0.67,0.553,0.821,149.503,0.48,0.041,0.009,0.096,0.0,0.953,1,Pop Mainstream,86.0
Ade Govinda,0.449,0.496,0.389,133.845,0.72,0.029,0.0,0.251,0.0,1.0,3,Asian Acoustic,
Adekunle Gold,0.818,0.648,0.699,114.872,0.302,0.166,0.0,0.164,0.219,0.533,2,Latin Groove,61.5
Adel,0.64,0.765,0.442,106.11,0.292,0.188,0.002,0.128,1.0,0.652,2,Latin Groove,
Adele,0.544,0.603,0.351,104.644,0.198,0.026,0.0,0.111,0.0,0.122,3,Asian Acoustic,70.9
AdelinMM,0.598,0.938,0.32,154.801,0.079,0.06,0.0,0.526,1.0,0.368,4,Brazilian Beat,
Aden Foyer,0.694,0.816,0.601,118.036,0.08,0.029,0.0,0.103,0.0,1.0,0,High Energy Pop,73.3
Adexe & Nau,0.732,0.84,0.534,104.021,0.219,0.203,0.0,0.186,0.0,0.0,2,Latin Groove,
Adexmimaxx,0.771,0.553,0.596,104.488,0.231,0.213,0.132,0.145,0.667,0.0,2,Latin Groove,
Adi Bity,0.833,0.727,0.741,133.176,0.23,0.144,0.0,0.14,0.0,0.0,0,High Energy Pop,
Adie,0.637,0.455,0.607,82.081,0.749,0.039,0.0,0.131,0.0,1.0,3,Asian Acoustic,
Adil C,0.613,0.608,0.272,114.241,0.034,0.038,0.0,0.097,0.529,0.588,1,Pop Mainstream,50.2
Aditotoro,0.601,0.911,0.581,156.026,0.034,0.099,0.0,0.335,0.0,1.0,4,Brazilian Beat,
Aditya A,0.729,0.396,0.886,97.281,0.796,0.036,0.0,0.104,0.0,1.0,3,Asian Acoustic,78.6
Aditya Gadhvi,0.761,0.694,0.757,92.151,0.458,0.142,0.0,0.317,0.0,0.077,4,Brazilian Beat,
Aditya Rikhari,0.73,0.351,0.556,112.196,0.661,0.176,0.0,0.126,0.0,0.759,3,Asian Acoustic,72.8
Aditya Sharma,0.642,0.372,0.341,128.094,0.58,0.035,0.001,0.328,0.0,1.0,3,Asian Acoustic,
Adnan Dhool,0.794,0.452,0.465,122.043,0.512,0.039,0.03,0.119,0.0,1.0,3,Asian Acoustic,68.4
Adnan Sami,0.622,0.876,0.796,110.019,0.232,0.12,0.0,0.144,0.0,0.0,0,High Energy Pop,
Adnin Roslan,0.448,0.386,0.221,145.553,0.819,0.027,0.0,0.103,0.0,1.0,3,Asian Acoustic,
Ado,0.589,0.975,0.687,135.795,0.141,0.205,0.0,0.201,0.0,0.251,0,High Energy Pop,71.2
Adolescent's Orquesta,0.655,0.749,0.772,91.071,0.714,0.044,0.0,0.119,0.0,0.96,1,Pop Mainstream,75.0
Adolf Fredriks Flickkör,0.358,0.136,0.356,95.554,0.992,0.062,0.0,0.08,0.0,1.0,3,Asian Acoustic,
Adolf Fredriks Musikklasser,0.261,0.057,0.29,79.97,0.994,0.042,0.425,0.128,0.0,1.0,3,Asian Acoustic,45.0
Adolf Fredriks Ungdomskör,0.358,0.136,0.356,95.554,0.992,0.062,0.0,0.08,0.0,1.0,3,Asian Acoustic,
Adolfo Echeverria,0.686,0.705,0.693,101.66,0.125,0.058,0.017,0.261,0.0,0.0,0,High Energy Pop,
Adolphson & Falk,0.626,0.802,0.671,160.617,0.315,0.129,0.0,0.633,0.0,0.0,4,Brazilian Beat,33.2
Adomas Vyšniauskas,0.725,0.765,0.945,121.523,0.248,0.03,0.001,0.212,0.0,0.0,0,High Energy Pop,49.5
Adrian Khalif,0.593,0.583,0.656,142.0,0.4,0.031,0.0,0.194,0.0,1.0,1,Pop Mainstream,
Adrian L Santos,0.83,0.866,0.722,123.051,0.036,0.036,0.0,0.09,0.0,0.0,0,High Energy Pop,
Adrian Macéus,0.523,0.721,0.331,149.961,0.12,0.041,0.0,0.13,0.0,1.0,1,Pop Mainstream,51.8
Adrian Norocel,0.744,0.875,0.936,112.258,0.383,0.082,0.001,0.218,0.0,0.302,0,High Energy Pop,55.3
Adriano Rhod,0.656,0.842,0.721,159.918,0.574,0.201,0.0,0.689,0.0,0.0,4,Brazilian Beat,
Adrina,0.876,0.56,0.176,122.024,0.073,0.073,0.001,0.121,0.0,1.0,1,Pop Mainstream,49.0
Aeon,0.803,0.575,0.729,169.921,0.222,0.125,0.0,0.1,1.0,1.0,0,High Energy Pop,
Aerix Wild,0.806,0.697,0.257,124.0,0.001,0.065,0.942,0.059,0.0,0.0,2,Latin Groove,32.3
Aerozen,0.737,0.698,0.488,141.335,0.049,0.125,0.036,0.152,1.0,0.734,2,Latin Groove,53.4
Aezaddy,0.487,0.494,0.625,170.022,0.696,0.113,0.001,0.117,0.0,0.0,3,Asian Acoustic,59.6
Afgan,0.47,0.566,0.168,135.595,0.537,0.026,0.0,0.164,0.0,1.0,3,Asian Acoustic,72.5
Afra,0.434,0.412,0.215,130.005,0.603,0.049,0.0,0.135,0.0,0.0,3,Asian Acoustic,72.5
Afro Bros,0.872,0.735,0.631,98.049,0.077,0.152,0.0,0.058,0.0,0.905,2,Latin Groove,
AfroSelecta-BBK,0.813,0.591,0.361,110.036,0.126,0.219,0.001,0.205,0.0,1.0,2,Latin Groove,
Afroto,0.65,0.589,0.615,102.965,0.504,0.203,0.001,0.145,0.0,0.533,2,Latin Groove,60.5
Afsana Khan,0.625,0.631,0.5,137.345,0.719,0.052,0.0,0.148,0.0,0.434,3,Asian Acoustic,63.0
Afusic,0.743,0.529,0.322,105.904,0.716,0.06,0.001,0.14,0.0,0.0,3,Asian Acoustic,
Agam Buhbut,0.739,0.653,0.583,102.319,0.197,0.117,0.0,0.16,0.0,0.248,2,Latin Groove,55.5
Agape,0.755,0.529,0.379,139.059,0.687,0.052,0.0,0.12,0.0,0.0,3,Asian Acoustic,
Agatino Romero,0.788,0.936,0.844,151.019,0.023,0.301,0.0,0.311,0.0,1.0,4,Brazilian Beat,
Agnieszka Chylińska,0.677,0.699,0.627,126.305,0.007,0.091,0.0,0.585,0.0,0.0,4,Brazilian Beat,63.2
Agnė Ditkovskytė,0.59,0.679,0.581,135.077,0.023,0.028,0.0,0.582,0.0,0.0,4,Brazilian Beat,
AgroPlay,0.741,0.716,0.695,143.752,0.246,0.144,0.0,0.27,0.0,0.58,4,Brazilian Beat,
Agrupación EUPHORIA,0.764,0.739,0.926,143.98,0.19,0.046,0.0,0.184,0.0,0.818,0,High Energy Pop,50.4
Agua Marina,0.761,0.517,0.926,101.996,0.346,0.034,0.004,0.095,0.0,1.0,1,Pop Mainstream,60.2
Aguero Banks,0.747,0.71,0.416,93.032,0.276,0.27,0.0,0.247,1.0,0.0,2,Latin Groove,
Agus Padilla,0.763,0.603,0.675,132.374,0.092,0.083,0.0,0.081,0.4,1.0,1,Pop Mainstream,
Agust D,0.7,0.806,0.779,86.183,0.318,0.273,0.0,0.449,0.014,0.88,4,Brazilian Beat,83.0
Agzo,0.885,0.49,0.184,112.987,0.026,0.08,0.002,0.037,0.0,1.0,1,Pop Mainstream,
Ahad Khan,0.717,0.382,0.239,74.998,0.649,0.066,0.0,0.104,0.0,1.0,3,Asian Acoustic,
Ahiyan,0.685,0.515,0.403,170.303,0.49,0.221,0.0,0.11,0.982,0.0,2,Latin Groove,61.5
Ahmad Alsultan,0.346,0.855,0.611,103.598,0.126,0.127,0.0,0.124,0.0,1.0,1,Pop Mainstream,51.0
Ahmed Al Ali,0.688,0.539,0.852,107.054,0.694,0.134,0.0,0.36,0.0,0.0,4,Brazilian Beat,49.0
Ahmed Alwi,0.782,0.787,0.826,137.99,0.097,0.04,0.0,0.048,0.0,0.0,0,High Energy Pop,
Ahmed Bukhatir,0.425,0.197,0.308,80.136,0.889,0.035,0.0,0.187,0.0,0.0,3,Asian Acoustic,58.5
Ahmed Hamoody,0.763,0.799,0.811,108.103,0.289,0.054,0.0,0.258,0.0,0.0,0,High Energy Pop,
Ahmed Jahanzeb,0.669,0.412,0.563,106.92,0.536,0.028,0.0,0.117,0.0,0.037,3,Asian Acoustic,65.6
Ahmed Kamel,0.599,0.428,0.36,80.026,0.486,0.17,0.0,0.1,0.0,0.0,3,Asian Acoustic,62.3
Ahmed Saad,0.812,0.737,0.835,124.148,0.215,0.042,0.007,0.148,0.0,0.591,0,High Energy Pop,63.5
Ahmed Santa,0.72,0.617,0.471,149.117,0.719,0.183,0.0,0.127,0.0,0.156,3,Asian Acoustic,
Aiba,0.715,0.608,0.236,89.08,0.298,0.273,0.0,0.221,1.0,0.0,2,Latin Groove,
Aida,0.749,0.755,0.681,111.066,0.009,0.034,0.0,0.147,0.0,1.0,0,High Energy Pop,
AikaPoliisi,0.628,0.781,0.709,125.006,0.056,0.029,0.001,0.113,0.0,0.0,0,High Energy Pop,62.1
Aiko,0.495,0.761,0.508,149.995,0.031,0.065,0.0,0.035,0.0,0.0,0,High Energy Pop,63.7
Aikyn Tolepbergen,0.569,0.465,0.616,111.842,0.649,0.034,0.0,0.103,0.0,0.592,3,Asian Acoustic,47.3
Aimee Carty,0.611,0.303,0.715,128.879,0.968,0.07,0.0,0.135,0.0,1.0,3,Asian Acoustic,73.9
Aimyon,0.571,0.771,0.527,105.909,0.048,0.028,0.0,0.127,0.0,1.0,1,Pop Mainstream,61.0
Aina,0.752,0.642,0.328,90.028,0.214,0.082,0.0,0.303,0.0,1.0,1,Pop Mainstream,
Ainars Mielavs,0.587,0.659,0.726,120.421,0.479,0.035,0.001,0.135,0.0,0.273,0,High Energy Pop,
Airbag,0.538,0.676,0.289,112.336,0.017,0.029,0.0,0.189,0.0,0.066,3,Asian Acoustic,70.4
Aisha Retno,0.462,0.626,0.884,120.166,0.554,0.078,0.0,0.428,0.0,0.0,4,Brazilian Beat,
Aishah,0.57,0.364,0.344,124.688,0.472,0.029,0.0,0.057,0.0,1.0,3,Asian Acoustic,48.5
Aissa,0.889,0.786,0.74,114.007,0.078,0.203,0.0,0.447,0.0,0.0,4,Brazilian Beat,
Aisyah Aziz,0.607,0.661,0.748,116.808,0.233,0.034,0.005,0.097,0.0,1.0,1,Pop Mainstream,
Aitana,0.656,0.724,0.666,144.637,0.194,0.058,0.018,0.22,0.053,0.443,0,High Energy Pop,66.9
Aitch,0.862,0.565,0.476,137.853,0.092,0.36,0.0,0.169,0.927,1.0,2,Latin Groove,
Aizat Amdan,0.415,0.669,0.37,97.548,0.432,0.032,0.0,0.225,0.0,0.25,3,Asian Acoustic,56.9
Aizaz Ahmad,0.585,0.549,0.37,141.062,0.404,0.044,0.0,0.161,0.0,0.833,3,Asian Acoustic,37.0
Ajaxx,0.804,0.708,0.773,138.803,0.302,0.265,0.0,0.088,0.375,0.625,0,High Energy Pop,
Ajay Gogavale,0.34,0.96,0.475,150.04,0.238,0.08,0.0,0.038,0.0,1.0,1,Pop Mainstream,
Ajay-Atul,0.446,0.759,0.411,134.0,0.407,0.065,0.002,0.069,0.0,0.8,3,Asian Acoustic,53.0
Ajebo Hustlers,0.705,0.702,0.433,109.25,0.155,0.123,0.0,0.158,0.231,0.077,2,Latin Groove,
Ak4:20,0.719,0.815,0.685,99.054,0.211,0.176,0.0,0.183,0.707,0.494,2,Latin Groove,
Akapellah,0.845,0.887,0.746,123.651,0.035,0.131,0.0,0.629,0.01,0.0,4,Brazilian Beat,
Akashdeep Sengupta,0.382,0.5,0.232,111.927,0.854,0.037,0.0,0.166,0.0,1.0,3,Asian Acoustic,
Akeem Da Beat,0.811,0.686,0.537,116.002,0.172,0.04,0.031,0.071,0.0,1.0,1,Pop Mainstream,
Akhil,0.435,0.658,0.524,77.17,0.699,0.037,0.0,0.125,0.0,0.0,3,Asian Acoustic,
Akhil Sachdeva,0.439,0.577,0.293,98.03,0.634,0.031,0.0,0.128,0.0,0.763,3,Asian Acoustic,
Akim,0.856,0.658,0.793,104.927,0.188,0.336,0.0,0.775,1.0,0.0,4,Brazilian Beat,
Akiva,0.648,0.509,0.329,102.012,0.278,0.025,0.0,0.155,0.0,1.0,3,Asian Acoustic,55.1
Akkimwaru,0.72,0.583,0.388,160.949,0.092,0.088,0.0,0.119,1.0,0.452,1,Pop Mainstream,
Aklì,0.383,0.511,0.27,171.992,0.001,0.03,0.017,0.075,0.0,1.0,1,Pop Mainstream,33.0
Akon,0.42,0.866,0.843,99.033,0.242,0.151,0.0,0.107,0.0,0.0,0,High Energy Pop,
Aksan,0.717,0.814,0.291,120.029,0.177,0.231,0.0,0.082,0.0,0.0,2,Latin Groove,
Aksel Hennie,0.348,0.541,0.357,71.868,0.51,0.061,0.0,0.121,0.0,1.0,3,Asian Acoustic,
Akshath,0.698,0.334,0.694,94.123,0.721,0.029,0.0,0.084,0.0,0.0,3,Asian Acoustic,73.3
Akucum,0.643,0.935,0.403,94.989,0.012,0.036,0.002,0.626,1.0,0.0,4,Brazilian Beat,
Al James,0.712,0.615,0.482,116.213,0.175,0.05,0.0,0.09,0.449,0.019,2,Latin Groove,72.0
Al Majeed,0.675,0.424,0.352,75.314,0.159,0.303,0.351,0.101,0.0,0.0,2,Latin Groove,
Al Massrieen,0.24,0.37,0.218,70.325,0.618,0.038,0.0,0.088,0.0,1.0,3,Asian Acoustic,30.7
Al Nather,0.75,0.787,0.554,140.054,0.77,0.153,0.0,0.141,1.0,1.0,2,Latin Groove,
Al Safir,0.655,0.81,0.39,96.0,0.085,0.034,0.011,0.099,0.0,0.0,2,Latin Groove,41.5
Al Sheikh Hashem Al Saqaf,0.29,0.416,0.267,87.825,0.866,0.031,0.0,0.41,0.0,1.0,3,Asian Acoustic,41.0
Al Xapo,0.859,0.874,0.627,113.005,0.06,0.035,0.001,0.038,0.0,0.0,0,High Energy Pop,
Al xapo,0.834,0.587,0.483,112.98,0.052,0.051,0.038,0.028,0.0,0.886,1,Pop Mainstream,
Al2 El Aldeano,0.73,0.694,0.687,83.333,0.049,0.342,0.0,0.229,0.0,0.0,2,Latin Groove,
AlJoofre,0.748,0.364,0.402,107.025,0.924,0.037,0.0,0.127,0.0,0.0,3,Asian Acoustic,
Alan Arrieta,0.776,0.501,0.521,95.324,0.234,0.34,0.0,0.104,0.667,0.0,2,Latin Groove,77.0
Alan Dazmel,0.73,0.749,0.929,97.998,0.156,0.214,0.0,0.112,0.0,1.0,0,High Energy Pop,
Alan Gomez,0.619,0.629,0.646,118.219,0.185,0.105,0.001,0.195,0.879,0.548,2,Latin Groove,
Alan Matheus,0.504,0.717,0.419,120.034,0.157,0.078,0.001,0.198,0.0,1.0,1,Pop Mainstream,
Alan Murin,0.692,0.781,0.607,142.179,0.164,0.101,0.0,0.156,0.0,0.934,0,High Energy Pop,46.5
Alan Walker,0.593,0.723,0.38,120.302,0.179,0.081,0.0,0.234,0.0,0.494,1,Pop Mainstream,30.0
Alanzim Coreano,0.75,0.858,0.958,126.134,0.539,0.045,0.0,0.36,0.0,1.0,4,Brazilian Beat,
Alaska1867,0.768,0.759,0.389,141.045,0.004,0.04,0.063,0.077,0.0,0.0,0,High Energy Pop,
Albatraoz,0.518,0.8,0.664,102.051,0.195,0.133,0.0,0.542,1.0,1.0,4,Brazilian Beat,64.0
Albatross,0.683,0.637,0.523,95.005,0.05,0.033,0.0,0.112,0.0,0.0,2,Latin Groove,
Albert Heath,0.664,0.873,0.748,94.763,0.014,0.18,0.0,0.107,0.0,1.0,0,High Energy Pop,
Albert la Ley,0.58,0.831,0.738,126.077,0.216,0.283,0.0,0.222,0.0,1.0,4,Brazilian Beat,58.4
AlbertNbn,0.849,0.725,0.397,113.838,0.079,0.204,0.005,0.304,0.796,0.066,2,Latin Groove,51.3
Alberto,0.8,0.677,0.861,92.57,0.067,0.266,0.0,0.234,0.862,0.333,2,Latin Groove,60.7
Alberto Guta,0.695,0.942,0.915,170.054,0.136,0.076,0.0,0.337,0.0,0.0,4,Brazilian Beat,
Albi,0.848,0.696,0.504,129.992,0.079,0.223,0.001,0.094,0.0,0.0,2,Latin Groove,
Albin Johnsén,0.707,0.855,0.69,130.054,0.041,0.133,0.0,0.35,0.0,0.0,4,Brazilian Beat,
Albin Lee Meldau,0.513,0.453,0.474,81.112,0.834,0.031,0.051,0.162,0.0,0.014,3,Asian Acoustic,41.5
Albin Tingwall,0.434,0.831,0.322,171.664,0.052,0.066,0.0,0.322,0.0,1.0,4,Brazilian Beat,55.8
Albozz,0.775,0.674,0.43,130.004,0.282,0.049,0.0,0.101,0.0,0.0,0,High Energy Pop,
Alcemist,0.602,0.766,0.444,87.042,0.0,0.038,0.779,0.072,0.0,1.0,2,Latin Groove,
Aldair Productions,0.495,0.673,0.488,93.606,0.0,0.226,0.003,0.092,0.0,0.0,2,Latin Groove,
Aldi,0.743,0.568,0.931,126.034,0.119,0.035,0.0,0.269,0.0,1.0,0,High Energy Pop,
Alduts Sherdley,0.851,0.625,0.664,89.982,0.235,0.32,0.0,0.449,1.0,0.0,4,Brazilian Beat,
Ale,0.727,0.646,0.748,99.999,0.547,0.065,0.0,0.061,0.0,1.0,1,Pop Mainstream,
Alec DC,0.776,0.732,0.852,132.943,0.742,0.038,0.0,0.113,0.0,1.0,0,High Energy Pop,
Alec Roman,0.75,0.626,0.92,94.074,0.282,0.101,0.0,0.086,0.0,0.0,2,Latin Groove,36.3
Alecc,0.766,0.646,0.425,105.611,0.062,0.108,0.0,0.097,1.0,0.536,2,Latin Groove,53.7
Alef Donk,0.782,0.744,0.827,139.981,0.61,0.042,0.0,0.164,0.749,0.251,0,High Energy Pop,
Alejandra Mango,0.633,0.466,0.614,139.893,0.671,0.037,0.0,0.619,0.0,1.0,4,Brazilian Beat,51.5
Alejandro Armes,0.703,0.547,0.271,104.885,0.437,0.325,0.0,0.111,0.0,1.0,3,Asian Acoustic,
Alejandro Fernández,0.642,0.442,0.465,148.01,0.491,0.074,0.0,0.102,0.0,1.0,3,Asian Acoustic,75.0
Alejandro Neg Barrera,0.575,0.728,0.873,103.572,0.474,0.102,0.0,0.164,0.0,0.778,0,High Energy Pop,
Alejandro Sanz,0.684,0.871,0.664,166.024,0.656,0.07,0.0,0.163,0.0,1.0,0,High Energy Pop,
Alejandro Torres,0.587,0.854,0.618,105.325,0.235,0.056,0.0,0.126,0.0,0.107,0,High Energy Pop,47.1
Alejo Isakk,0.836,0.664,0.667,97.888,0.138,0.131,0.0,0.081,0.527,0.473,2,Latin Groove,
Aleksandar Vidakovic,0.727,0.798,0.617,119.941,0.27,0.135,0.0,0.24,0.0,1.0,0,High Energy Pop,
Alemán,0.806,0.76,0.47,100.069,0.193,0.082,0.0,0.122,0.014,0.078,2,Latin Groove,
Alena Omargalieva,0.755,0.693,0.461,97.007,0.152,0.14,0.0,0.208,0.0,1.0,1,Pop Mainstream,59.8
Ales Brichta,0.539,0.778,0.476,140.046,0.0,0.032,0.001,0.04,0.0,1.0,1,Pop Mainstream,52.8
Aleshen,0.666,0.685,0.431,100.575,0.388,0.113,0.0,0.113,1.0,0.076,2,Latin Groove,66.1
Alessandra,0.677,0.631,0.586,100.236,0.111,0.033,0.0,0.082,0.0,0.0,2,Latin Groove,74.0
Alessandra Amoroso,0.741,0.532,0.454,126.361,0.429,0.131,0.0,0.092,0.0,0.939,1,Pop Mainstream,76.1
Alessandro Corea,0.753,0.785,0.969,100.002,0.196,0.108,0.0,0.62,0.0,0.0,4,Brazilian Beat,
Alessandro Marzullo,0.623,0.749,0.905,129.017,0.012,0.038,0.0,0.251,0.0,1.0,0,High Energy Pop,41.5
Alessio,0.823,0.663,0.58,141.993,0.199,0.297,0.0,0.069,0.957,0.957,2,Latin Groove,
Alex & Vladi,0.716,0.634,0.647,97.749,0.196,0.282,0.0,0.153,1.0,1.0,2,Latin Groove,
Alex Aurin,0.792,0.617,0.171,99.926,0.006,0.187,0.014,0.22,1.0,1.0,2,Latin Groove,
Alex Bittman,0.747,0.401,0.226,118.727,0.332,0.037,0.0,0.112,0.0,1.0,3,Asian Acoustic,
Alex Botea,0.777,0.856,0.915,150.303,0.12,0.06,0.025,0.064,0.0,0.408,0,High Energy Pop,56.1
Alex Favela,0.786,0.491,0.575,129.877,0.134,0.04,0.0,0.115,1.0,0.06,2,Latin Groove,
Alex Krack,0.729,0.65,0.891,120.258,0.013,0.37,0.0,0.17,0.475,0.05,2,Latin Groove,
Alex Nocera,0.513,0.981,0.398,150.077,0.001,0.04,0.754,0.329,0.0,1.0,2,Latin Groove,
Alex Ponce,0.712,0.745,0.919,132.001,0.19,0.044,0.0,0.3,0.0,1.0,4,Brazilian Beat,
Alex Robov,0.619,0.915,0.725,103.988,0.152,0.146,0.0,0.361,0.0,0.025,4,Brazilian Beat,39.7
Alex Roxario,0.632,0.787,0.611,171.623,0.456,0.468,0.001,0.5,0.008,1.0,4,Brazilian Beat,
Alex Sensation,0.77,0.886,0.9,123.094,0.034,0.052,0.039,0.109,0.19,0.19,0,High Energy Pop,
Alex To,0.664,0.521,0.848,150.575,0.102,0.046,0.0,0.331,0.0,1.0,4,Brazilian Beat,
Alex Velea,0.862,0.804,0.764,156.974,0.166,0.179,0.0,0.195,0.004,0.828,0,High Energy Pop,
